open,high,close,volum,yesterday close,today close,tomorrow close,go up,go down
0.267342357,0.274527538,0.272532224,0.044688092,0.268948917,0.279466494,0.281090587,0,1
0.279466494,0.273819514,0.27813759,0.043001985,0.281090587,0.27529368,0.276911738,0,1
0.27529368,0.275346888,0.273890414,0.060425095,0.276911738,0.268923743,0.270532589,1,0
0.268923743,0.266859358,0.272426048,0.040682472,0.270532589,0.272179575,0.27379313,1,0
0.272179575,0.278695608,0.277363363,0.040040145,0.27379313,0.284317013,0.285948121,0,1
0.284317013,0.281207148,0.285039256,0.048220889,0.285948121,0.282886223,0.284515262,1,0
0.282886223,0.282462891,0.285711736,0.050799117,0.284515262,0.28687297,0.288507774,1,0
0.28687297,0.288919848,0.289697901,0.053841247,0.288507774,0.294443342,0.296089095,1,0
0.294443342,0.292099349,0.295732451,0.04185115,0.296089095,0.296379127,0.298027679,1,0
0.296379127,0.295425782,0.294953796,0.050299529,0.298027679,0.300937325,0.302588028,0,1
0.300937325,0.297068995,0.299621298,0.050308451,0.302588028,0.297030283,0.298679776,0,1
0.297030283,0.294780108,0.291825944,0.062896269,0.298679776,0.287559543,0.28919534,0,1
0.287559543,0.283723146,0.283849185,0.075189687,0.28919534,0.28508778,0.286715563,0,1
0.28508778,0.280436775,0.285185288,0.067383634,0.286715563,0.283377915,0.285007665,0,1
0.283377915,0.287147533,0.273275451,0.086305507,0.285007665,0.270301379,0.271912217,1,0
0.270301379,0.272096177,0.27315599,0.065875951,0.271912217,0.277694606,0.279316137,1,0
0.277694606,0.285375219,0.280955773,0.060041484,0.279316137,0.290961591,0.292602308,1,0
0.290961591,0.295492589,0.296121779,0.060746259,0.292602308,0.301021463,0.302672288,0,1
0.301021463,0.297634543,0.301576739,0.044420456,0.302672288,0.300144388,0.301798385,1,0
0.300144388,0.297594481,0.303908276,0.04148538,0.301798385,0.301557496,0.303213537,1,0
0.301557496,0.30115694,0.305160345,0.057516783,0.303213537,0.302780102,0.304437911,0,1
0.302780102,0.299847708,0.301505991,0.062869505,0.304437911,0.297513161,0.299163353,0,1
0.297513161,0.294561912,0.296427073,0.06749961,0.299163353,0.293933914,0.29557893,0,1
0.293933914,0.29237098,0.286592138,0.061513482,0.29557893,0.290545223,0.292185338,1,0
0.290545223,0.293617862,0.292976213,0.050353057,0.292185338,0.299161003,0.300813578,0,1
0.299161003,0.29362232,0.293697352,0.061210161,0.300813578,0.289136549,0.290774627,1,0
0.289136549,0.290362639,0.287857439,0.059461605,0.290774627,0.295918474,0.297566359,0,1
0.295918474,0.290825776,0.290122657,0.056062627,0.297566359,0.289158719,0.290796829,1,0
0.289158719,0.2897704,0.294321173,0.050665299,0.290796829,0.294895183,0.296541588,0,1
0.294895183,0.292451159,0.295183861,0.046954078,0.296541588,0.292813237,0.294456632,1,0
0.292813237,0.296009161,0.297971098,0.052556594,0.294456632,0.299595107,0.30124831,1,0
0.299595107,0.299286616,0.294785676,0.051610946,0.30124831,0.303311647,0.304970225,1,0
0.303311647,0.303125164,0.308456317,0.049059482,0.304970225,0.304888653,0.306549511,0,1
0.304888653,0.299375711,0.294577754,0.042894931,0.306549511,0.291705807,0.293347601,1,0
0.291705807,0.287080726,0.289516496,0.037337021,0.293347601,0.292454403,0.29409728,0,1
0.292454403,0.289525459,0.290520787,0.045178759,0.29409728,0.289721248,0.291360171,1,0
0.289721248,0.288986655,0.292109097,0.049434173,0.291360171,0.294554085,0.296199998,0,1
0.294554085,0.291774283,0.297320707,0.045071704,0.296199998,0.292162027,0.29380448,0,1
0.292162027,0.287494886,0.291728572,0.039219395,0.29380448,0.288379084,0.290016067,0,1
0.288379084,0.283994777,0.281703482,0.045294734,0.290016067,0.277907224,0.279529062,0,1
0.277907224,0.277092513,0.27323122,0.051718001,0.279529062,0.268051101,0.269658686,1,0
0.268051101,0.271450449,0.270598871,0.055652251,0.269658686,0.277070001,0.278690629,0,1
0.277070001,0.271410386,0.270103369,0.050353057,0.278690629,0.26672662,0.268332289,1,0
0.26672662,0.271071948,0.27191726,0.035950666,0.268332289,0.275776504,0.277395261,0,1
0.275776504,0.270110069,0.271930491,0.038969601,0.277395261,0.272418797,0.274032698,1,0
0.272418797,0.267999316,0.270174116,0.042912773,0.274032698,0.272662453,0.274276707,1,0
0.272662453,0.271138755,0.277575714,0.042163392,0.274276707,0.274757701,0.276374985,1,0
0.274757701,0.281647998,0.27993825,0.03992417,0.276374985,0.287253919,0.288889274,1,0
0.287253919,0.285508833,0.29159588,0.037229966,0.288889274,0.290252847,0.291892539,0,1
0.290252847,0.284662738,0.285817911,0.039156946,0.291892539,0.282638133,0.284266813,1,0
0.282638133,0.280873168,0.286658511,0.037024779,0.284266813,0.283218452,0.284847971,0,1
0.283218452,0.277591255,0.277168726,0.041886835,0.284847971,0.276210608,0.277829992,0,1
0.276210608,0.274621035,0.274779673,0.040254254,0.277829992,0.272144157,0.273757661,1,0
0.272144157,0.270176876,0.276690883,0.037684948,0.273757661,0.27230362,0.273917355,1,0
0.27230362,0.27408223,0.277487252,0.040111515,0.273917355,0.275475313,0.277093635,1,0
0.275475313,0.28391014,0.28065496,0.049942681,0.277093635,0.288432239,0.290069298,1,0
0.288432239,0.288679419,0.29020669,0.0404416,0.290069298,0.292636037,0.294279176,1,0
0.292636037,0.289097982,0.29497151,0.059550817,0.294279176,0.293938348,0.295583371,1,0
0.293938348,0.291137524,0.29678983,0.039219395,0.295583371,0.29666707,0.298316038,0,1
0.29666707,0.292054829,0.295856341,0.041886835,0.298316038,0.290850848,0.292495845,0,1
0.290850848,0.285268349,0.290118228,0.043251779,0.292495845,0.289606125,0.291244882,0,1
0.289606125,0.284012607,0.283888988,0.0395584,0.291244882,0.281951559,0.283579246,0,1
0.281951559,0.282262524,0.285733878,0.033586547,0.283579246,0.281743376,0.283370762,1,0
0.281743376,0.284288695,0.286915147,0.036213841,0.283370762,0.288848607,0.290486268,1,0
0.288848607,0.292228506,0.292706346,0.051129201,0.290486268,0.297752329,0.299402867,1,0
0.297752329,0.301767009,0.297298618,0.077616254,0.299402867,0.307169914,0.308834072,1,0
0.307169914,0.306162191,0.30704061,0.053207842,0.308834072,0.310824432,0.312493874,1,0
0.310824432,0.309911644,0.315344698,0.03270424,0.312493874,0.315369327,0.317045342,0,1
0.315369327,0.316177149,0.31866724,0.042457792,0.317045342,0.313996125,0.315670154,1,0
0.313996125,0.311986792,0.317724894,0.048550974,0.315670154,0.317424722,0.31910371,0,1
0.317424722,0.315268705,0.318494692,0.052065928,0.31910371,0.316786869,0.318464934,1,0
0.316786869,0.315282077,0.321914607,0.040504048,0.318464934,0.320711593,0.322395334,0,1
0.320711593,0.316858428,0.322038442,0.039103419,0.322395334,0.318859947,0.32054101,0,1
0.318859947,0.313420668,0.318561065,0.043626469,0.32054101,0.31640592,0.318083434,1,0
0.31640592,0.313843743,0.318415088,0.045419631,0.318083434,0.318448013,0.320128481,1,0
0.318448013,0.318203265,0.323573664,0.051013226,0.320128481,0.323520019,0.325207822,1,0
0.323520019,0.322184341,0.327511116,0.041672726,0.325207822,0.327577656,0.329271326,0,1
0.327577656,0.322874535,0.326400704,0.035269978,0.329271326,0.322647377,0.324333918,0,1
0.322647377,0.317228068,0.313389257,0.045303655,0.324333918,0.309114567,0.310781537,1,0
0.309114567,0.307881071,0.312274362,0.048042465,0.310781537,0.310084703,0.311753076,0,1
0.310084703,0.304599157,0.304023308,0.046811339,0.311753076,0.30196943,0.303626066,0,1
0.30196943,0.299308904,0.302222702,0.034221737,0.303626066,0.30018424,0.301838295,0,1
0.30018424,0.295390177,0.300581305,0.032693534,0.301838295,0.296113355,0.297765963,1,0
0.296113355,0.299883313,0.30126707,0.042538082,0.297765963,0.302797785,0.304455619,1,0
0.302797785,0.30069826,0.304713501,0.039603006,0.304455619,0.303931818,0.305591293,0,1
0.303931818,0.298413831,0.294661787,0.0466686,0.305591293,0.293136597,0.29478046,0,1
0.293136597,0.291965789,0.292746148,0.043697839,0.29478046,0.287683589,0.289319565,0,1
0.287683589,0.289191479,0.291295014,0.035914089,0.289319565,0.287386832,0.28902238,0,1
0.287386832,0.285379676,0.286738169,0.043947633,0.28902238,0.28478659,0.286418377,0,1
0.28478659,0.282721204,0.282132612,0.048381471,0.286418377,0.277322471,0.278943464,1,0
0.277322471,0.275395865,0.274492093,0.054626313,0.278943464,0.281034577,0.282660938,0,1
0.281034577,0.276745159,0.27712887,0.040316703,0.282660938,0.27508993,0.276707694,0,1
0.27508993,0.272265396,0.278367654,0.039014207,0.276707694,0.273986935,0.275603104,0,1
0.273986935,0.268676192,0.265864996,0.052565515,0.275603104,0.266735488,0.26834117,1,0
0.266735488,0.270150186,0.271926117,0.048649107,0.26834117,0.27581641,0.277435225,0,1
0.27581641,0.275351345,0.279283484,0.044482905,0.277435225,0.274146398,0.275762797,1,0
0.274146398,0.281634626,0.279327715,0.039674376,0.275762797,0.287222935,0.288858245,1,0
0.287222935,0.283117534,0.289215684,0.030026095,0.288858245,0.288591702,0.290228992,1,0
0.288591702,0.288955507,0.292865609,0.039656534,0.290228992,0.294523101,0.296168969,0,1
0.294523101,0.288955507,0.294356546,0.038880389,0.296168969,0.28950863,0.291147246,0,1
0.28950863,0.283914597,0.286932806,0.039005286,0.291147246,0.285411141,0.287043831,1,0
0.285411141,0.285593415,0.290578303,0.036953409,0.287043831,0.291178642,0.292819674,1,0
0.291178642,0.29611603,0.296338558,0.038862547,0.292819674,0.301637201,0.303293357,1,0
0.301637201,0.301940631,0.303868473,0.043332069,0.303293357,0.303090161,0.304748418,1,0
0.303090161,0.306179966,0.306332702,0.055099137,0.304748418,0.311192133,0.312862107,0,1
0.311192133,0.305712426,0.307363564,0.042109865,0.312862107,0.302430137,0.30408744,0,1
0.302430137,0.298516244,0.301090093,0.028821732,0.30408744,0.296343709,0.29799221,0,1
0.296343709,0.29186778,0.290228832,0.031306287,0.29799221,0.285601643,0.287234609,0,1
0.285601643,0.284106104,0.283220936,0.054840422,0.287234609,0.284002521,0.285633174,1,0
0.284002521,0.283175426,0.289162596,0.041146375,0.285633174,0.288724561,0.290362043,0,1
0.288724561,0.283126395,0.282300732,0.039264001,0.290362043,0.283426636,0.285056456,1,0
0.283426636,0.295002762,0.288596292,0.037131833,0.285056456,0.300317153,0.3019714,0,1
0.300317153,0.296628145,0.302081099,0.04177978,0.3019714,0.297309357,0.298959254,0,1
0.297309357,0.293862803,0.296670369,0.048550974,0.298959254,0.294518667,0.296164529,1,0
0.294518667,0.290514083,0.295144058,0.047007605,0.296164529,0.296073503,0.297721613,1,0
0.296073503,0.294949327,0.300581305,0.050094342,0.297721613,0.29784539,0.299496062,0,1
0.29784539,0.292295313,0.298590436,0.036659009,0.299496062,0.294509799,0.296155648,0,1
0.294509799,0.288964422,0.293684066,0.043492651,0.296155648,0.291036915,0.292677742,0,1
0.291036915,0.290313662,0.288091932,0.048203047,0.292677742,0.282921642,0.284550732,1,0
0.282921642,0.279314592,0.280128458,0.043894105,0.284550732,0.283147561,0.284776978,1,0
0.283147561,0.286029807,0.288317568,0.054858264,0.284776978,0.290651532,0.292291801,1,0
0.290651532,0.286381618,0.293684066,0.028638847,0.292291801,0.290695819,0.292340592,0,1
0.290695819,0.285112502,0.281013289,0.050879408,0.292340592,0.278319158,0.279941592,1,0
0.278319158,0.276495816,0.27917288,0.051316547,0.279941592,0.279617089,0.2812414,0,1
0.279617089,0.276081656,0.27009894,0.057436492,0.2812414,0.266283648,0.267888677,0,1
0.266283648,0.2609056,0.264143995,0.055830676,0.267888677,0.264932562,0.266535637,1,0
0.264932562,0.267077554,0.270125457,0.047605326,0.266535637,0.267568277,0.269175164,0,1
0.267568277,0.262856049,0.260790507,0.056954747,0.269175164,0.267076531,0.268682706,0,1
0.267076531,0.264316616,0.266055258,0.054331913,0.268682706,0.26095025,0.262547566,1,0
0.26095025,0.265421024,0.266148148,0.068748578,0.262547566,0.267302451,0.268908953,1,0
0.267302451,0.261796215,0.265002308,0.057918237,0.268908953,0.267346792,0.268953358,1,0
0.267346792,0.271339122,0.272536652,0.049630439,0.268953358,0.276999111,0.278619636,0,1
0.276999111,0.276598228,0.274142567,0.064118474,0.278619636,0.275559452,0.277177895,1,0
0.275559452,0.280628227,0.280738993,0.057829025,0.277177895,0.286212946,0.287846795,0,1
0.286212946,0.281781612,0.286393073,0.051816134,0.287846795,0.28277548,0.284404359,1,0
0.28277548,0.285593415,0.285397638,0.05801637,0.284404359,0.290917304,0.292557958,0,1
0.290917304,0.286760118,0.294723732,0.036480585,0.292557958,0.290558471,0.292198605,0,1
0.290558471,0.284969974,0.285362265,0.047400138,0.292198605,0.280737821,0.282363753,0,1
0.280737821,0.275097544,0.272532224,0.051254098,0.282363753,0.26856053,0.270168851,0,1
0.26856053,0.264672883,0.265816337,0.05757031,0.270168851,0.267616998,0.269223955,0,1
0.267616998,0.261907542,0.255981456,0.059381315,0.269223955,0.251665578,0.253249466,1,0
0.251665578,0.248864472,0.250809594,0.051004304,0.253249466,0.254642336,0.256230529,1,0
0.254642336,0.260081738,0.25984816,0.058765751,0.256230529,0.257827277,0.259420076,1,0
0.257827277,0.264588246,0.263029099,0.06082655,0.259420076,0.270279263,0.27189007,0,1
0.270279263,0.264583844,0.264927078,0.068293597,0.27189007,0.267701136,0.269308215,1,0
0.267701136,0.273213903,0.272890552,0.063538595,0.269308215,0.275692365,0.277311,0,1
0.275692365,0.270038859,0.273978876,0.047284163,0.277311,0.272139723,0.27375322,0,1
0.272139723,0.270831465,0.272116325,0.056321342,0.27375322,0.266948106,0.268554095,1,0
0.266948106,0.269019088,0.27150579,0.062726766,0.268554095,0.273504056,0.275119527,1,0
0.273504056,0.28820291,0.27868618,0.079230992,0.275119527,0.293761149,0.295405914,1,0
0.293761149,0.301873879,0.298917819,0.077928497,0.295405914,0.302837691,0.304495583,0,1
0.302837691,0.299259926,0.304054307,0.054777974,0.304495583,0.298935083,0.300587332,0,1
0.298935083,0.300159402,0.300674248,0.058658697,0.300587332,0.296108921,0.297757082,1,0
0.296108921,0.296156093,0.301262641,0.059541896,0.297757082,0.299293917,0.300946684,1,0
0.299293917,0.300199518,0.304443635,0.065545866,0.300946684,0.302709212,0.304366918,1,0
0.302709212,0.308246199,0.307854639,0.067829694,0.304366918,0.306071352,0.307733921,1,0
0.306071352,0.305262661,0.309283631,0.049942681,0.307733921,0.309074715,0.310741627,0,1
0.309074715,0.306611956,0.307328136,0.054180253,0.310741627,0.303878664,0.305538061,1,0
0.303878664,0.30455018,0.306677799,0.065813502,0.305538061,0.307502143,0.309166781,1,0
0.307502143,0.305859358,0.312079671,0.057481098,0.309166781,0.311045918,0.31271568,1,0
0.311045918,0.312093661,0.310464899,0.058275085,0.31271568,0.317513349,0.319192465,0,1
0.317513349,0.3131891,0.320967832,0.048952428,0.319192465,0.316773567,0.318451613,1,0
0.316773567,0.322887907,0.321901322,0.062021991,0.318451613,0.328149053,0.32984355,0,1
0.328149053,0.324259434,0.329112657,0.063609965,0.32984355,0.324002843,0.325691344,1,0
0.324002843,0.325092212,0.329121514,0.069212481,0.325691344,0.330306323,0.33200394,0,1
0.330306323,0.324927395,0.332143244,0.057704128,0.33200394,0.329004012,0.330699746,0,1
0.329004012,0.32495414,0.329869224,0.055893124,0.330699746,0.328534436,0.33022949,0,1
0.328534436,0.32446877,0.325356556,0.060585677,0.33022949,0.321314028,0.32299864,1,0
0.321314028,0.322598447,0.324016079,0.043519415,0.32299864,0.326824571,0.328517153,0,1
0.326824571,0.325061009,0.331523852,0.005811272,0.328517153,0.326620822,0.328313109,0,1
0.326620822,0.321222462,0.326219298,0.055232955,0.328313109,0.322727082,0.324413738,0,1
0.322727082,0.318537246,0.318609724,0.062851663,0.324413738,0.31434609,0.316020625,1,0
0.31434609,0.31387489,0.318799987,0.05682985,0.316020625,0.318248644,0.319928823,1,0
0.318248644,0.317847052,0.323374545,0.058319691,0.319928823,0.323263115,0.324950546,1,0
0.323263115,0.334937951,0.328382715,0.067749403,0.324950546,0.334009615,0.335712588,0,1
0.334009615,0.329028713,0.332457342,0.059756005,0.335712588,0.329593145,0.331289731,0,1
0.329593145,0.325760173,0.328440231,0.074832839,0.331289731,0.323320703,0.325008218,0,1
0.323320703,0.320794984,0.326099838,0.063342329,0.325008218,0.320977365,0.322661491,1,0
0.320977365,0.322028495,0.32060945,0.078071236,0.322661491,0.322851127,0.324537962,1,0
0.322851127,0.323431169,0.326882921,0.066036532,0.324537962,0.326806889,0.328499445,0,1
0.326806889,0.323431169,0.328851647,0.065180097,0.328499445,0.32600065,0.32769204,0,1
0.32600065,0.321970602,0.32508669,0.069658541,0.32769204,0.320662872,0.322346543,1,0
0.320662872,0.321569815,0.322702065,0.070202734,0.322346543,0.325158993,0.326853606,1,0
0.325158993,0.324112502,0.328077421,0.073450052,0.326853606,0.327577656,0.329271326,1,0
0.327577656,0.32796888,0.332691835,0.098384816,0.329271326,0.328574342,0.330269454,0,1
0.328574342,0.326806634,0.329294063,0.058667618,0.330269454,0.327271977,0.328965206,1,0
0.327271977,0.330061803,0.330931031,0.063922207,0.328965206,0.334067204,0.33577026,1,0
0.334067204,0.331642666,0.337270822,0.053796641,0.33577026,0.335263206,0.336967991,1,0
0.335263206,0.341181114,0.340367728,0.0429663,0.336967991,0.345101593,0.346820606,0,1
