0.265236579,-0.061273566,0.056303499,0.65930477
0.279464929,0,0.039620849,0.599846662
0.032597229,-0.097271747,0.043385597,0.516870992
0.208324432,-0.067017712,0.048550974,0.586605527
0.504989775,-0.051795443,0.061611615,0.746267694
0.160968719,0,0.070943194,0.577403139
0.093331036,-0.020967583,0.043858421,0.56226979
0.230091782,-0.017041934,0.063449383,0.539621876
0.102781174,-0.056008597,0.044438299,0.562372137
0.111594925,-0.080900651,0.045312577,0.57551092
0,-0.105791537,0.034851573,0.491820368
0.112125037,-0.023934897,0.032377724,0.540183548
0.156721278,-0.088653777,0.046169012,0.496063497
0.079104619,-0.05447527,0.038407565,0.545807771
0.191335942,-0.020488416,0.040361309,0.62295546
0.18953042,0,0.047997859,0.596881339
0.167444224,0,0.045214443,0.597852413
0.03631391,-0.049592456,0.040798448,0.527862935
0.173498492,-0.00239349,0.054786895,0.57177954
0.161498843,-0.087314457,0.046677521,0.609355481
0.079104619,-0.025561723,0.038907153,0.568353957
0,-0.1707991,0.030868256,0.476482316
0.054895349,-0.070846357,0.037854451,0.521830567
0.084837439,-0.103973059,0.041815465,0.494478328
0.059460342,-0.05189011,0.037051542,0.514979397
0.091845668,-0.008903121,0.031696144,0.572801789
0.138033553,0,0.032883556,0.583640204
0.168188214,-0.059358076,0.040878739,0.549386253
0.055214207,-0.059837243,0.036178156,0.558129008
0.112762752,-0.000573825,0.037827687,0.573312909
0.116161223,0,0.042306131,0.587679264
0.261838097,0,0.047025448,0.657821636
0.032810448,-0.061272398,0.046320673,0.505061498
0.044277384,-0.034657683,0.030028771,0.551584893
0.064769335,-0.000383332,0.000889444,0.559662377
0.004141166,-0.274772149,0.03933537,0.3850207
0.130176364,-0.127524615,0.048372549,0.591308916
0,-0.167735941,0.042859246,0.511145046
0.060947016,-0.207180613,0.049255749,0.423824208
0.282437619,0,0.041280193,0.667740158
0.129751232,-0.000287496,0.037845529,0.587780987
0.061903568,-0.142842719,0.042886009,0.499437904
0.040772627,-0.052560938,0.039897406,0.542535711
0.002973349,-0.188989852,0.044750541,0.437321217
0.030473508,-0.113260689,0.039424582,0.539110128
0,-0.283101446,0.044143899,0.402607311
0.229666649,0,0.047364453,0.642331314
0.036739042,-0.077932169,0.042689743,0.527198287
0.192079932,0,0.04392979,0.623977704
0.094606445,-0.016371087,0.052868836,0.572904136
0.242620259,0,0.044411535,0.607463891
0.067742674,-0.096888416,0.038675201,0.53548047
0.279465587,0,0.040191806,0.659407428
0.012528477,-0.035328511,0,0.520143052
0.055744319,-0.04882696,0.025387961,0.527760583
0.173816044,-0.045092973,0.030288378,0.615184402
0.033128,-0.101580737,0.030977987,0.481237193
