Open,High,Low,Volume,Adj Close,,Open,High,Low,Volume,Adj Close,,Open,High,Low,Volume,Adj Close
1338.829956,1340.880005,1326.189941,686600000,1330.290039,,,2.050049,-12.640015,,-8.539917,,0.292160743,0.02176735,-0.121014983,0.039219395,0.488088359
1330.290039,1333.02002,1303.530029,754700000,1306.650024,,,2.729981,-26.76001,,-23.640015,,0.288377817,0.028986844,-0.256199234,0.045294734,0.410889494
1306.650024,1317.52002,1284.380005,826700000,1284.400024,,,10.869996,-22.270019,,-22.25,,0.277906004,0.115417244,-0.213212245,0.051718001,0.41799591
1284.400024,1304.849976,1278.430054,870800000,1304.76001,,,20.449952,-5.96997,,20.359986,,0.268049924,0.217136887,-0.057156247,0.055652251,0.635838374
1304.76001,1304.76001,1277.310059,811400000,1281.410034,,,0,-27.449951,,-23.349976,,0.277068784,0,-0.262804701,0.050353057,0.412372311
1281.410034,1304,1281.410034,649960000,1301.839966,,,22.589966,0,,20.429932,,0.266725449,0.239859482,0,0.035950666,0.636195971
1301.839966,1301.839966,1281.439941,683800000,1294.26001,,,0,-20.400025,,-7.579956,,0.275775293,0,-0.195309,0.038969601,0.492996135
1294.26001,1297.099976,1277.469971,728000000,1294.810059,,,2.839966,-16.790039,,0.550049,,0.272417601,0.030154661,-0.160747142,0.042912773,0.534560578
1294.810059,1304.150024,1294.199951,719600000,1299.540039,,,9.339965,-0.610108,,4.72998,,0.272661256,0.099171427,-0.005841149,0.042163392,0.555930368
1299.540039,1327.75,1299.540039,694500000,1327.75,,,28.209961,0,,28.209961,,0.274756495,0.299532395,0,0.03992417,0.675971171
1327.75,1336.420044,1325.890015,664300000,1334.52002,,,8.670044,-1.859985,,6.77002,,0.287252657,0.092058229,-0.01780742,0.037229966,0.56636002
1334.52002,1334.52002,1312.829956,685900000,1317.329956,,,0,-21.690064,,-17.190064,,0.290251571,0,-0.20765978,0.039156946,0.443864703
1317.329956,1326.01001,1314.72998,662000000,1318.640015,,,8.680054,-2.599976,,1.310059,,0.282636891,0.092164515,-0.024892063,0.037024779,0.538446109
1318.640015,1318.640015,1293.280029,716500000,1302.819946,,,0,-25.359986,,-15.820069,,0.283217208,0,-0.242795462,0.041886835,0.450868768
1302.819946,1311.969971,1287.880005,698200000,1293.640015,,,9.150025,-14.939941,,-9.179931,,0.276209395,0.097154651,-0.14303438,0.040254254,0.484816304
1293.640015,1301.98999,1292.199951,669400000,1294,,,8.349975,-1.440064,,0.359985,,0.272142962,0.088659747,-0.013787113,0.037684948,0.53358888
1294,1310.76001,1294,696600000,1301.160034,,,16.76001,0,,7.160034,,0.272302424,0.17795721,0,0.040111515,0.568353957
1301.160034,1332.829956,1301.160034,806800000,1330.410034,,,31.669922,0,,29.25,,0.275474104,0.336270142,0,0.049942681,0.681288344
1330.410034,1343.540039,1322.75,700300000,1339.900024,,,13.130005,-7.660034,,9.48999,,0.288430972,0.139413941,-0.07333685,0.0404416,0.580265798
1339.900024,1344.47998,1333.52002,914500000,1342.839966,,,4.579956,-6.380004,,2.939942,,0.292634751,0.048629815,-0.061081896,0.059550817,0.546778845
1342.839966,1349.060059,1337.630005,686600000,1349,,,6.220093,-5.209961,,6.160034,,0.293937057,0.066044733,-0.049879952,0.039219395,0.563241483
1349,1351.119995,1335.52002,716500000,1335.880005,,,2.119995,-13.47998,,-13.119995,,0.296665766,0.022510034,-0.129056774,0.041886835,0.464672827
1335.869995,1335.880005,1322.550049,731800000,1333.060059,,,0.01001,-13.319946,,-2.809936,,0.29084957,0.000106286,-0.127524615,0.043251779,0.51738274
1333.060059,1333.060059,1308.469971,690400000,1315.780029,,,0,-24.590088,,-17.28003,,0.289604853,0,-0.23542449,0.0395584,0.443404755
