Date,Open,High,Low,Close,Adj Close,Volume
2018-11-27,2663.750000,2682.530029,2655.889893,2682.169922,2682.169922,3485220000
2018-11-28,2691.449951,2744.000000,2684.379883,2743.790039,2743.790039,3951670000
2018-11-29,2736.969971,2753.750000,2722.939941,2737.800049,2737.800049,3560770000
2018-11-30,2737.760010,2760.879883,2732.760010,2760.169922,2760.169922,4658580000
2018-12-03,2790.500000,2800.179932,2773.379883,2790.370117,2790.370117,4186060000
2018-12-04,2782.429932,2785.929932,2697.179932,2700.060059,2700.060059,4499840000
2018/12/6,2663.51001,2696.149902,2621.530029,2695.949951,2695.949951,5141470000
2018/12/7,2691.26001,2708.540039,2623.139893,2633.080078,2633.080078,4216690000
2018/12/10,2630.860107,2647.51001,2583.22998,2637.719971,2637.719971,4151030000
2018/12/11,2664.439941,2674.350098,2621.300049,2636.780029,2636.780029,3905870000
2018/12/12,2658.22998,2685.439941,2650.26001,2651.070068,2651.070068,3955890000
2018/12/13,2658.699951,2670.189941,2637.27002,2650.540039,2650.540039,3927720000
2018/12/14,2629.679932,2635.070068,2593.840088,2599.949951,2599.949951,4035020000
2018-12-17,2590.750000,2601.129883,2530.540039,2545.939941,2545.939941,4616350000
2018-12-18,2559.899902,2573.989990,2528.709961,2546.159912,2546.159912,4470880000
2018-12-18,2547.05,0,0,0,0,0
