24.979981,-6.400024,878100000,24.950013,24.950013,13.320007
26.320007,0,691100000,13.320007,13.320007,-2.910034
3.070007,-10.160034,733300000,-2.910034,-2.910034,10.730041
19.619995,-7,791200000,10.730041,10.730041,41.959961
47.559937,-5.410034,937600000,41.959961,41.959961,8.930054
15.160034,0,1042200000,8.930054,8.930054,5.969971
8.789917,-2.190064,738600000,5.969971,5.969971,1.540039
21.670044,-1.78003,958200000,1.540039,1.540039,5.98999
9.679931,-5.850098,745100000,5.98999,5.98999,8.559936
10.51001,-8.450073,754900000,8.559936,8.559936,-7.809936
0,-11.049926,637640000,-7.809936,-7.809936,1.649902
10.559936,-2.5,609910000,1.649902,1.649902,-6.97998
14.76001,-9.259887,764500000,-6.97998,-6.97998,2.75
7.450073,-5.689942,677500000,2.75,2.75,17.840088
18.020019,-2.140015,699400000,17.840088,17.840088,12.73999
17.849975,0,785000000,12.73999,12.73999,12.929932
15.769897,0,753800000,12.929932,12.929932,-0.76001
3.420044,-5.179932,704300000,-0.76001,-0.76001,7.830078
16.340088,-0.25,861100000,7.830078,7.830078,15.179932
15.209961,-9.119995,770200000,15.179932,15.179932,7.160034
7.450073,-2.669922,683100000,7.160034,7.160034,-10.810059
0,-17.839966,592990000,-10.810059,-10.810059,-1.939941
5.170044,-7.399902,671300000,-1.939941,-1.939941,-7.290039
7.98999,-10.859986,715700000,-7.290039,-7.290039,-3.28003
5.599975,-5.419922,662300000,-3.28003,-3.28003,8.03003
8.650025,-0.929931,602270000,8.03003,8.03003,10.150024
13,0,615580000,10.150024,10.150024,3.449951
15.839966,-6.199951,705200000,3.449951,3.449951,5.160034
5.200074,-6.25,652510000,5.160034,5.160034,8.130005
10.619996,-0.059936,671000000,8.130005,8.130005,10.940064
10.940064,0,721200000,10.940064,10.940064,24.659912
24.659912,0,774100000,24.659912,24.659912,-5.219971
3.090088,-6.399902,766200000,-5.219971,-5.219971,3.880005
4.170044,-3.619995,583580000,3.880005,3.880005,5.459961
6.099976,-0.040039,256950000,5.459961,5.459961,-28.699951
0.390015,-28.699951,687900000,-28.699951,-28.699951,11.650024
12.26001,-13.319946,789200000,11.650024,11.650024,-4.030029
0,-17.520019,727400000,-4.030029,-4.030029,-21.109985
5.73999,-21.640015,799100000,-21.109985,-21.109985,26.599975
26.599975,0,709700000,26.599975,26.599975,10.959961
12.219971,-0.030029,671200000,10.959961,10.959961,-6.319946
5.830078,-14.919922,727700000,-6.319946,-6.319946,2.109985
3.839966,-5.48999,694200000,2.109985,2.109985,-18.46997
